Net,WoC,GH
mpatriki,tyiannak_pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis
mpatriki,FZJ-INM1-BDA_siibra-explorer,https://github.com/FZJ-INM1-BDA/siibra-explorer
mpatriki,spacetelescope_jwql,https://github.com/spacetelescope/jwql
mpatriki,smhyatt_deforest-watch-with-BFAST-in-CUDA,https://github.com/smhyatt/deforest-watch-with-BFAST-in-CUDA
mpatriki,eurostat_statistics-coded,https://github.com/eurostat/statistics-coded
mpatriki,tnagler_VineCopula,https://github.com/tnagler/VineCopula
mpatriki,deeptime-ml_deeptime,https://github.com/deeptime-ml/deeptime
mpatriki,aiidateam_aiida-tutorials,https://github.com/aiidateam/aiida-tutorials
mpatriki,lepy_phuzzy,https://github.com/lepy/phuzzy
mpatriki,dpiparo_vdt,https://github.com/dpiparo/vdt
mphan2,KristofferC_PGFPlotsX.jl,https://github.com/KristofferC/PGFPlotsX.jl
mphan2,fizban007_CoffeeGPU,https://github.com/fizban007/CoffeeGPU
mphan2,clayne_retrowrite,https://github.com/clayne/retrowrite
mphan2,dkazanc_TomoPhantom,https://github.com/dkazanc/TomoPhantom
mphan2,alicevision_meshroom,https://github.com/alicevision/meshroom
mphan2,fmidev_smartmet-library-newbase,https://github.com/fmidev/smartmet-library-newbase
mphan2,knausb_vcfR,https://github.com/knausb/vcfR
mphan2,FedML-AI_FedML,https://github.com/FedML-AI/FedML
mphan2,latte-central_LaTTe,https://github.com/latte-central/LaTTe
mphan2,stineb_mct,https://github.com/stineb/mct
ndawson2,facebookresearch_dlrm,https://github.com/facebookresearch/dlrm
ndawson2,brainhackorg_brainhack_jupyter_book,https://github.com/brainhackorg/brainhack_jupyter_book
ndawson2,EoRImaging_FHD,https://github.com/EoRImaging/FHD
ndawson2,microsoft_DeepSpeed,https://github.com/microsoft/DeepSpeed
ndawson2,alphaparrot_plasim,https://github.com/alphaparrot/plasim
ndawson2,DHI-GRAS_terracotta,https://github.com/DHI-GRAS/terracotta
ndawson2,ethz-adrl_ifopt,https://github.com/ethz-adrl/ifopt
ndawson2,uber_orbit,https://github.com/uber/orbit
ndawson2,AlgTUDelft_ExpensiveOptimBenchmark,https://github.com/AlgTUDelft/ExpensiveOptimBenchmark
ndawson2,pnlbwh_ukftractography,https://github.com/pnlbwh/ukftractography
nupadhy3,knygren_glmbayes,https://github.com/knygren/glmbayes
nupadhy3,rapidsai_cuxfilter,https://github.com/rapidsai/cuxfilter
nupadhy3,NFFT_nfft,https://github.com/NFFT/nfft
nupadhy3,cselab_aphros,https://github.com/cselab/aphros
nupadhy3,learning-at-home_hivemind,https://github.com/learning-at-home/hivemind
nupadhy3,epics-base_pva2pva,https://github.com/epics-base/pva2pva
nupadhy3,GEOS-ESM_MAPL,https://github.com/GEOS-ESM/MAPL
nupadhy3,icbi-lab_luca,https://github.com/icbi-lab/luca
nupadhy3,ajdawson_windspharm,https://github.com/ajdawson/windspharm
nupadhy3,sonvt1710_deepface,https://github.com/sonvt1710/deepface
pbhatt1,arnaudon_netSALT,https://github.com/arnaudon/netSALT
pbhatt1,PythonOT_POT,https://github.com/PythonOT/POT
pbhatt1,blegat_SwitchOnSafety.jl,https://github.com/blegat/SwitchOnSafety.jl
pbhatt1,connectomicslab_connectomemapper3,https://github.com/connectomicslab/connectomemapper3
pbhatt1,BBN-Q_Auspex,https://github.com/BBN-Q/Auspex
pbhatt1,vsamy_Copra,https://github.com/vsamy/Copra
pbhatt1,havakv_pycox,https://github.com/havakv/pycox
pbhatt1,seung-lab_igneous,https://github.com/seung-lab/igneous
pbhatt1,salan668_FAE,https://github.com/salan668/FAE
pbhatt1,matsengrp_transport,https://github.com/matsengrp/transport
rchennai,easystats_parameters,https://github.com/easystats/parameters
rchennai,ds4dm_Tulip.jl,https://github.com/ds4dm/Tulip.jl
rchennai,mtiller_ModelicaBook,https://github.com/mtiller/ModelicaBook
rchennai,jdtuck_fdasrvf_R,https://github.com/jdtuck/fdasrvf_R
rchennai,xbarin02_collatz,https://github.com/xbarin02/collatz
rchennai,Quantum-TII_qibo,https://github.com/Quantum-TII/qibo
rchennai,jklimke_libcitygml,https://github.com/jklimke/libcitygml
rchennai,mskcc_vcf2maf,https://github.com/mskcc/vcf2maf
rchennai,sibrun_GH,https://github.com/sibrun/GH
rchennai,lyc102_ifem,https://github.com/lyc102/ifem
rpate112,PatWie_CppNumericalSolvers,https://github.com/PatWie/CppNumericalSolvers
rpate112,simplenlg_simplenlg,https://github.com/simplenlg/simplenlg
rpate112,ntustison_CrossLong,https://github.com/ntustison/CrossLong
rpate112,stan-dev_projpred,https://github.com/stan-dev/projpred
rpate112,whizzml_examples,https://github.com/whizzml/examples
rpate112,afeinstein20_eleanor,https://github.com/afeinstein20/eleanor
rpate112,SMTorg_smt,https://github.com/SMTorg/smt
rpate112,AlgebraicJulia_Catlab.jl,https://github.com/AlgebraicJulia/Catlab.jl
rpate112,microprediction_timemachines,https://github.com/microprediction/timemachines
rpate112,sftcd_surveys,https://github.com/sftcd/surveys
rpatel92,Calamari-OCR_calamari,https://github.com/Calamari-OCR/calamari
rpatel92,pdclab_peregrine,https://github.com/pdclab/peregrine
rpatel92,JuliaOpt_Pajarito.jl,https://github.com/JuliaOpt/Pajarito.jl
rpatel92,MIC-DKFZ_batchgenerators,https://github.com/MIC-DKFZ/batchgenerators
rpatel92,romerogroup_pyprocar,https://github.com/romerogroup/pyprocar
rpatel92,Jean-Romain_lidR,https://github.com/Jean-Romain/lidR
rpatel92,google-research_football,https://github.com/google-research/football
rpatel92,drostlab_philentropy,https://github.com/drostlab/philentropy
rpatel92,ContextLab_hypertools,https://github.com/ContextLab/hypertools
rpatel92,lima1_PureCN,https://github.com/lima1/PureCN
rperry21,epam_med3web,https://github.com/epam/med3web
rperry21,indralab_indra_db,https://github.com/indralab/indra_db
rperry21,choosehappy_HistoQC,https://github.com/choosehappy/HistoQC
rperry21,qulacs_qulacs,https://github.com/qulacs/qulacs
rperry21,ropensci_stplanr,https://github.com/ropensci/stplanr
rperry21,ZhaoJ9014_face.evoLVe,https://github.com/ZhaoJ9014/face.evoLVe
rperry21,rasbt_mlxtend,https://github.com/rasbt/mlxtend
rperry21,systerel_S2OPC,https://github.com/systerel/S2OPC
rperry21,teusH_MySense,https://github.com/teusH/MySense
rperry21,kuwisdelu_Cardinal,https://github.com/kuwisdelu/Cardinal
rsanz,mobvoi_wenet,https://github.com/mobvoi/wenet
rsanz,pbs-assess_gfsynopsis,https://github.com/pbs-assess/gfsynopsis
rsanz,pmlmodelling_ersem,https://github.com/pmlmodelling/ersem
rsanz,vearch_vearch,https://github.com/vearch/vearch
rsanz,hannorein_rebound,https://github.com/hannorein/rebound
rsanz,soedinglab_MMseqs2,https://github.com/soedinglab/MMseqs2
rsanz,hpddm_hpddm,https://github.com/hpddm/hpddm
rsanz,stephenslab_mr.mash.alpha,https://github.com/stephenslab/mr.mash.alpha
rsanz,gem_oq-engine,https://github.com/gem/oq-engine
rsanz,sixin-zh_kymatio_wph,https://github.com/sixin-zh/kymatio_wph
rtrenner,NLeSC_mcfly,https://github.com/NLeSC/mcfly
rtrenner,cjhopp_scripts,https://github.com/cjhopp/scripts
rtrenner,synthetichealth_module-builder,https://github.com/synthetichealth/module-builder
rtrenner,PennyLaneAI_pennylane,https://github.com/PennyLaneAI/pennylane
rtrenner,jatinchowdhury18_AnalogTapeModel,https://github.com/jatinchowdhury18/AnalogTapeModel
rtrenner,PaddlePaddle_DeepSpeech,https://github.com/PaddlePaddle/DeepSpeech
rtrenner,fraserw_PyMOP,https://github.com/fraserw/PyMOP
rtrenner,henryseg_Veering,https://github.com/henryseg/Veering
rtrenner,tanghaibao_goatools,https://github.com/tanghaibao/goatools
rtrenner,helske_bssm,https://github.com/helske/bssm
sjayapra,zonca_jupyterhub-deploy-kubernetes-jetstream,https://github.com/zonca/jupyterhub-deploy-kubernetes-jetstream
sjayapra,nglviewer_nglview,https://github.com/nglviewer/nglview
sjayapra,pnnl_darkchem,https://github.com/pnnl/darkchem
sjayapra,edzer_spacetime,https://github.com/edzer/spacetime
sjayapra,ebi-pf-team_interproscan,https://github.com/ebi-pf-team/interproscan
sjayapra,titipata_pubmed_parser,https://github.com/titipata/pubmed_parser
sjayapra,glotzerlab_fresnel,https://github.com/glotzerlab/fresnel
sjayapra,uwdata_falcon,https://github.com/uwdata/falcon
sjayapra,SwissTPH_openmalaria,https://github.com/SwissTPH/openmalaria
sjayapra,fzenke_auryn,https://github.com/fzenke/auryn
smohyud1,panoptes_panoptes-utils,https://github.com/panoptes/panoptes-utils
smohyud1,Photrek_Nonlinear-Statistical-Coupling,https://github.com/Photrek/Nonlinear-Statistical-Coupling
smohyud1,NPellet_visualizer,https://github.com/NPellet/visualizer
smohyud1,darioizzo_audi,https://github.com/darioizzo/audi
smohyud1,milvus-io_milvus,https://github.com/milvus-io/milvus
smohyud1,antelopeusersgroup_antelope_contrib,https://github.com/antelopeusersgroup/antelope_contrib
smohyud1,OceanDataTools_openvdm,https://github.com/OceanDataTools/openvdm
smohyud1,FourierFlows_FourierFlows.jl,https://github.com/FourierFlows/FourierFlows.jl
smohyud1,gnina_libmolgrid,https://github.com/gnina/libmolgrid
smohyud1,Unidata_awips2,https://github.com/Unidata/awips2
spaladu1,DLR-RM_BlenderProc,https://github.com/DLR-RM/BlenderProc
spaladu1,riatelab_cartography,https://github.com/riatelab/cartography
spaladu1,patrickzib_SFA,https://github.com/patrickzib/SFA
spaladu1,OpenExoplanetCatalogue_open_exoplanet_catalogue,https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue
spaladu1,snakemake-workflows_rna-seq-kallisto-sleuth,https://github.com/snakemake-workflows/rna-seq-kallisto-sleuth
spaladu1,brianmanderson_dicom_utilities,https://github.com/brianmanderson/dicom_utilities
spaladu1,iraf-community_iraf,https://github.com/iraf-community/iraf
spaladu1,dgerosa_precession,https://github.com/dgerosa/precession
spaladu1,PlasmaPy_PlasmaPy,https://github.com/PlasmaPy/PlasmaPy
spaladu1,iqusoft_intel-qs,https://github.com/iqusoft/intel-qs
spate200,SebWouters_CheMPS2,https://github.com/SebWouters/CheMPS2
spate200,f-fathurrahman_PWDFT.jl,https://github.com/f-fathurrahman/PWDFT.jl
spate200,nenadmarkus_wlrn,https://github.com/nenadmarkus/wlrn
spate200,aidenlab_juicer,https://github.com/aidenlab/juicer
spate200,qiboteam_qibojit,https://github.com/qiboteam/qibojit
spate200,nuest_o2r-project.github.io,https://github.com/nuest/o2r-project.github.io
spate200,rednaga_APKiD,https://github.com/rednaga/APKiD
spate200,ICRAR_shark,https://github.com/ICRAR/shark
spate200,yixuan_spectra,https://github.com/yixuan/spectra
spate200,mathLab_PyDMD,https://github.com/mathLab/PyDMD
spate201,JuliaManifolds_Manifolds.jl,https://github.com/JuliaManifolds/Manifolds.jl
spate201,pydata_pandas-datareader,https://github.com/pydata/pandas-datareader
spate201,shellphish_driller,https://github.com/shellphish/driller
spate201,threeme3_QCX-SSB,https://github.com/threeme3/QCX-SSB
spate201,humanbrainproject_fairgraph,https://github.com/humanbrainproject/fairgraph
spate201,sancus-pma_sancus-core,https://github.com/sancus-pma/sancus-core
spate201,vcflib_vcflib,https://github.com/vcflib/vcflib
spate201,MobleyLab_blues,https://github.com/MobleyLab/blues
spate201,vinecopulib_rvinecopulib,https://github.com/vinecopulib/rvinecopulib
spate201,catboost_catboost,https://github.com/catboost/catboost
sshriva2,microsoft_TextWorld,https://github.com/microsoft/TextWorld
sshriva2,microsoft_unilm,https://github.com/microsoft/unilm
sshriva2,ExaScience_macau,https://github.com/ExaScience/macau
sshriva2,keras-team_autokeras,https://github.com/keras-team/autokeras
sshriva2,cgentemann_cloud_science,https://github.com/cgentemann/cloud_science
sshriva2,gauzias_slam,https://github.com/gauzias/slam
sshriva2,Ivanlh20_multem,https://github.com/Ivanlh20/multem
sshriva2,slundberg_shap,https://github.com/slundberg/shap
sshriva2,MITgcm_MITgcm,https://github.com/MITgcm/MITgcm
sshriva2,MrGiovanni_ModelsGenesis,https://github.com/MrGiovanni/ModelsGenesis
suppalap,MUCollective_multidy,https://github.com/MUCollective/multidy
suppalap,ASKurz_Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse,https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse
suppalap,ESMValGroup_ESMValTool,https://github.com/ESMValGroup/ESMValTool
suppalap,RTIInternational_SMART,https://github.com/RTIInternational/SMART
suppalap,jannisborn_covid_detector,https://github.com/jannisborn/covid_detector
suppalap,OverLordGoldDragon_ssqueezepy,https://github.com/OverLordGoldDragon/ssqueezepy
suppalap,rust-bio_rust-bio,https://github.com/rust-bio/rust-bio
suppalap,ccsb-scripps_AutoDock-GPU,https://github.com/ccsb-scripps/AutoDock-GPU
suppalap,EBIvariation_eva-tools,https://github.com/EBIvariation/eva-tools
suppalap,opendatacube_datacube-alchemist,https://github.com/opendatacube/datacube-alchemist
sward47,genetics-statistics_GEMMA,https://github.com/genetics-statistics/GEMMA
sward47,ssl-hep_ServiceX,https://github.com/ssl-hep/ServiceX
sward47,pbreheny_ncvreg,https://github.com/pbreheny/ncvreg
sward47,semanticchemistry_semanticchemistry,https://github.com/semanticchemistry/semanticchemistry
sward47,MG-RAST_Shock,https://github.com/MG-RAST/Shock
sward47,boutproject_BOUT-dev,https://github.com/boutproject/BOUT-dev
sward47,nathanaelbosch_ODEFilters.jl,https://github.com/nathanaelbosch/ODEFilters.jl
sward47,aplbrain_dotmotif,https://github.com/aplbrain/dotmotif
sward47,qucat_qucat,https://github.com/qucat/qucat
sward47,melven_pitts,https://github.com/melven/pitts
tbissaho,LSSTDESC_WeakLensingDeblending,https://github.com/LSSTDESC/WeakLensingDeblending
tbissaho,mkazhdan_PoissonRecon,https://github.com/mkazhdan/PoissonRecon
tbissaho,JuliaNLSolvers_NLSolversBase.jl,https://github.com/JuliaNLSolvers/NLSolversBase.jl
tbissaho,GridTools_gridtools,https://github.com/GridTools/gridtools
tbissaho,christophsax_seasonal,https://github.com/christophsax/seasonal
tbissaho,SVF-tools_SVF,https://github.com/SVF-tools/SVF
tbissaho,stephenslab_flashr,https://github.com/stephenslab/flashr
tbissaho,feihoo87_QuLab,https://github.com/feihoo87/QuLab
tbissaho,SoerenPannier_emdi,https://github.com/SoerenPannier/emdi
tbissaho,gimli-org_gimli,https://github.com/gimli-org/gimli
tduckwor,gap-system_gap,https://github.com/gap-system/gap
tduckwor,NCAR_pyngl,https://github.com/NCAR/pyngl
tduckwor,Oneflow-Inc_oneflow,https://github.com/Oneflow-Inc/oneflow
tduckwor,soren5_autolr,https://github.com/soren5/autolr
tduckwor,Azure_mmlspark,https://github.com/Azure/mmlspark
tduckwor,kul-forbes_ProximalAlgorithms.jl,https://github.com/kul-forbes/ProximalAlgorithms.jl
tduckwor,igmhub_picca,https://github.com/igmhub/picca
tduckwor,SynBioDex_pySBOL3,https://github.com/SynBioDex/pySBOL3
tduckwor,Unipisa_Simu5G,https://github.com/Unipisa/Simu5G
tduckwor,pyansys_DPF-Core,https://github.com/pyansys/DPF-Core
teisenba,ewenharrison_finalfit,https://github.com/ewenharrison/finalfit
teisenba,lucidrains_lightweight-gan,https://github.com/lucidrains/lightweight-gan
teisenba,walaj_SeqLib,https://github.com/walaj/SeqLib
teisenba,3dct_open_iA,https://github.com/3dct/open_iA
teisenba,clojupyter_clojupyter,https://github.com/clojupyter/clojupyter
teisenba,billennium_ReGAE,https://github.com/billennium/ReGAE
teisenba,cbroeckl_RAMClustR,https://github.com/cbroeckl/RAMClustR
teisenba,jsgoecke_tesla,https://github.com/jsgoecke/tesla
teisenba,robotology_ycm,https://github.com/robotology/ycm
teisenba,hasadna_anyway-newsflash-infographics,https://github.com/hasadna/anyway-newsflash-infographics
therren2,ViDA-NYU_reprozip,https://github.com/ViDA-NYU/reprozip
therren2,LLNL_mgmol,https://github.com/LLNL/mgmol
therren2,scifio_scifio-imageio,https://github.com/scifio/scifio-imageio
therren2,smistad_FAST,https://github.com/smistad/FAST
therren2,MouseLand_Kilosort,https://github.com/MouseLand/Kilosort
therren2,martini-alessandro_Maximum-Entropy-Spectrum,https://github.com/martini-alessandro/Maximum-Entropy-Spectrum
therren2,ShixiangWang_sigminer,https://github.com/ShixiangWang/sigminer
therren2,WorldWideTelescope_wwt-website,https://github.com/WorldWideTelescope/wwt-website
therren2,Q2MM_q2mm,https://github.com/Q2MM/q2mm
therren2,natverse_nat.nblast,https://github.com/natverse/nat.nblast
tlatawie,aidenlab_straw,https://github.com/aidenlab/straw
tlatawie,corybrunson_ggalluvial,https://github.com/corybrunson/ggalluvial
tlatawie,snowleopard_alga,https://github.com/snowleopard/alga
tlatawie,maximecb_gym-minigrid,https://github.com/maximecb/gym-minigrid
tlatawie,seung-lab_cloud-volume,https://github.com/seung-lab/cloud-volume
tlatawie,STVIR_pysot,https://github.com/STVIR/pysot
tlatawie,google-research_torchsde,https://github.com/google-research/torchsde
tlatawie,tidymodels_rsample,https://github.com/tidymodels/rsample
tlatawie,coin-or_Ipopt,https://github.com/coin-or/Ipopt
tlatawie,OHDSI_PatientLevelPrediction,https://github.com/OHDSI/PatientLevelPrediction
tolson4,vibansal_HapCUT2,https://github.com/vibansal/HapCUT2
tolson4,friendly_heplots,https://github.com/friendly/heplots
tolson4,elki-project_elki,https://github.com/elki-project/elki
tolson4,NeuroML_NeuroML2,https://github.com/NeuroML/NeuroML2
tolson4,ropensci_GSODR,https://github.com/ropensci/GSODR
tolson4,modelica_Modelica_LinearSystems2,https://github.com/modelica/Modelica_LinearSystems2
tolson4,wangbolun300_fast-envelope,https://github.com/wangbolun300/fast-envelope
tolson4,antvis_G6,https://github.com/antvis/G6
tolson4,LSSTDESC_CCL,https://github.com/LSSTDESC/CCL
tolson4,dsavransky_EXOSIMS,https://github.com/dsavransky/EXOSIMS
tsomani,mumax_3,https://github.com/mumax/3
tsomani,JanLahmann_RasQberry,https://github.com/JanLahmann/RasQberry
tsomani,mahmoudparsian_data-algorithms-book,https://github.com/mahmoudparsian/data-algorithms-book
tsomani,attractivechaos_kann,https://github.com/attractivechaos/kann
tsomani,templateflow_templateflow,https://github.com/templateflow/templateflow
tsomani,mosdef-hub_gmso,https://github.com/mosdef-hub/gmso
tsomani,quantumlib_OpenFermion-FQE,https://github.com/quantumlib/OpenFermion-FQE
tsomani,gregreen_dustmaps,https://github.com/gregreen/dustmaps
tsomani,AllenInstitute_ipfx,https://github.com/AllenInstitute/ipfx
tsomani,pal-robotics_aruco_ros,https://github.com/pal-robotics/aruco_ros
txh512,neuroelectro_neuroelectro_org,https://github.com/neuroelectro/neuroelectro_org
txh512,ropensci_textreuse,https://github.com/ropensci/textreuse
txh512,freesurfer_freesurfer,https://github.com/freesurfer/freesurfer
txh512,openforcefield_openforcefield,https://github.com/openforcefield/openforcefield
txh512,markmfredrickson_RItools,https://github.com/markmfredrickson/RItools
txh512,annkennedy_tracer,https://github.com/annkennedy/tracer
txh512,brentp_vcfanno,https://github.com/brentp/vcfanno
txh512,r-spatial_mapedit,https://github.com/r-spatial/mapedit
txh512,ISA-tools_isa-api,https://github.com/ISA-tools/isa-api
txh512,NVIDIAGameWorks_Falcor,https://github.com/NVIDIAGameWorks/Falcor
vjoshi2,caseyyoungflesh_post,https://github.com/caseyyoungflesh/post
vjoshi2,jackwasey_icd,https://github.com/jackwasey/icd
vjoshi2,oxfordcontrol_COSMO.jl,https://github.com/oxfordcontrol/COSMO.jl
vjoshi2,JBEI_edd,https://github.com/JBEI/edd
vjoshi2,davidcarslaw_openair,https://github.com/davidcarslaw/openair
vjoshi2,QuTech-Delft_quantuminspire,https://github.com/QuTech-Delft/quantuminspire
vjoshi2,tryolabs_norfair,https://github.com/tryolabs/norfair
vjoshi2,soft-matter_trackpy,https://github.com/soft-matter/trackpy
vjoshi2,cosmoscout_cosmoscout-vr,https://github.com/cosmoscout/cosmoscout-vr
vjoshi2,scify_JedAIToolkit,https://github.com/scify/JedAIToolkit
vkonjet1,QIICR_dcmqi,https://github.com/QIICR/dcmqi
vkonjet1,wannesm_dtaidistance,https://github.com/wannesm/dtaidistance
vkonjet1,IAMconsortium_pyam,https://github.com/IAMconsortium/pyam
vkonjet1,geospace-code_georinex,https://github.com/geospace-code/georinex
vkonjet1,SciTools_cartopy,https://github.com/SciTools/cartopy
vkonjet1,Unidata_drilsdown,https://github.com/Unidata/drilsdown
vkonjet1,pygae_clifford,https://github.com/pygae/clifford
vkonjet1,Kitware_vtk-js,https://github.com/Kitware/vtk-js
vkonjet1,microsoft_iomt-fhir,https://github.com/microsoft/iomt-fhir
vkonjet1,uzh-rpg_rpg_dvs_ros,https://github.com/uzh-rpg/rpg_dvs_ros
wdougla4,pinskylab_climate_community_crossrealm,https://github.com/pinskylab/climate_community_crossrealm
wdougla4,UW-COSMOS_cosmos-visualizer,https://github.com/UW-COSMOS/cosmos-visualizer
wdougla4,AnyDSL_stincilla,https://github.com/AnyDSL/stincilla
wdougla4,mfem_PyMFEM,https://github.com/mfem/PyMFEM
wdougla4,ehrbase_ehrbase,https://github.com/ehrbase/ehrbase
wdougla4,scqubits_scqubits,https://github.com/scqubits/scqubits
wdougla4,AlchemistSimulator_Alchemist,https://github.com/AlchemistSimulator/Alchemist
wdougla4,COSIMA_ACCESS-OM2-1-025-010deg-report,https://github.com/COSIMA/ACCESS-OM2-1-025-010deg-report
wdougla4,CATIA-Systems_FMPy,https://github.com/CATIA-Systems/FMPy
wdougla4,stevenliuyi_covid19,https://github.com/stevenliuyi/covid19
wsessoms,mir-group_flare,https://github.com/mir-group/flare
wsessoms,Starlink_pal,https://github.com/Starlink/pal
wsessoms,numenta_NAB,https://github.com/numenta/NAB
wsessoms,mit-acl_faster,https://github.com/mit-acl/faster
wsessoms,AMReX-Astro_MAESTROeX,https://github.com/AMReX-Astro/MAESTROeX
wsessoms,sequence-toolbox_SeQUeNCe,https://github.com/sequence-toolbox/SeQUeNCe
wsessoms,libspatialindex_libspatialindex,https://github.com/libspatialindex/libspatialindex
wsessoms,airbornemihir_a-verified-fs,https://github.com/airbornemihir/a-verified-fs
wsessoms,hms-dbmi_viv,https://github.com/hms-dbmi/viv
wsessoms,e0404_matRad,https://github.com/e0404/matRad
wsv346,sniklaus_3d-ken-burns,https://github.com/sniklaus/3d-ken-burns
wsv346,theislab_scanpy,https://github.com/theislab/scanpy
wsv346,hyperdeal_hyperdeal,https://github.com/hyperdeal/hyperdeal
wsv346,beagle-dev_beagle-lib,https://github.com/beagle-dev/beagle-lib
wsv346,mbaudin47_otbenchmark,https://github.com/mbaudin47/otbenchmark
wsv346,manufactured-solutions_MASA,https://github.com/manufactured-solutions/MASA
wsv346,luc-girod_MMASTER-workflows,https://github.com/luc-girod/MMASTER-workflows
wsv346,Tom94_practical-path-guiding,https://github.com/Tom94/practical-path-guiding
wsv346,GOMC-WSU_GOMC,https://github.com/GOMC-WSU/GOMC
wsv346,erikbern_ann-benchmarks,https://github.com/erikbern/ann-benchmarks
xhu48,ReactionMechanismGenerator_ARC,https://github.com/ReactionMechanismGenerator/ARC
xhu48,geodynamics_pylith,https://github.com/geodynamics/pylith
xhu48,fhamborg_Giveme5W1H,https://github.com/fhamborg/Giveme5W1H
xhu48,rwightman_efficientdet-pytorch,https://github.com/rwightman/efficientdet-pytorch
xhu48,ELELAB_mutatex,https://github.com/ELELAB/mutatex
xhu48,open-simulation-platform_proxy-fmu,https://github.com/open-simulation-platform/proxy-fmu
xhu48,TeamCOMPAS_COMPAS,https://github.com/TeamCOMPAS/COMPAS
xhu48,RadioAstronomySoftwareGroup_pyuvdata,https://github.com/RadioAstronomySoftwareGroup/pyuvdata
xhu48,Tereshchenkolab_paper-ecg,https://github.com/Tereshchenkolab/paper-ecg
xhu48,SEMICeu_GeoDCAT-AP,https://github.com/SEMICeu/GeoDCAT-AP
yhb368,mne-tools_mne-bids,https://github.com/mne-tools/mne-bids
yhb368,Open-Catalyst-Project_ocp,https://github.com/Open-Catalyst-Project/ocp
yhb368,openvax_mhctools,https://github.com/openvax/mhctools
yhb368,TinkerTools_tinker-hp,https://github.com/TinkerTools/tinker-hp
yhb368,Unidata_IDV,https://github.com/Unidata/IDV
yhb368,LSSTDESC_NaMaster,https://github.com/LSSTDESC/NaMaster
yhb368,opengeospatial_ogcapi-coverages,https://github.com/opengeospatial/ogcapi-coverages
yhb368,mjacob1002_Eir,https://github.com/mjacob1002/Eir
yhb368,pykaldi_pykaldi,https://github.com/pykaldi/pykaldi
yhb368,numerical-mooc_numerical-mooc,https://github.com/numerical-mooc/numerical-mooc
zmcknigh,linnarsson-lab_loom-viewer,https://github.com/linnarsson-lab/loom-viewer
zmcknigh,mdtraj_mdtraj,https://github.com/mdtraj/mdtraj
zmcknigh,siberianisaev_NeutronBarrel,https://github.com/siberianisaev/NeutronBarrel
zmcknigh,rigetti_pyquil,https://github.com/rigetti/pyquil
zmcknigh,ratschlab_metagraph,https://github.com/ratschlab/metagraph
zmcknigh,cnr-isti-vclab_meshlab,https://github.com/cnr-isti-vclab/meshlab
zmcknigh,Ensembl_ensembl-vep,https://github.com/Ensembl/ensembl-vep
zmcknigh,IBAMR_IBAMR,https://github.com/IBAMR/IBAMR
zmcknigh,OpenDrift_opendrift,https://github.com/OpenDrift/opendrift
zmcknigh,CisnerosResearch_LICHEM,https://github.com/CisnerosResearch/LICHEM
