Net,WoC,GH
afeyerhe,daducci_AMICO,https://github.com/daducci/AMICO
afeyerhe,yangjasp_optimall,https://github.com/yangjasp/optimall
afeyerhe,ANYbotics_kindr,https://github.com/ANYbotics/kindr
afeyerhe,scikit-fuzzy_scikit-fuzzy,https://github.com/scikit-fuzzy/scikit-fuzzy
afeyerhe,mhhennig_HS2,https://github.com/mhhennig/HS2
afeyerhe,BIDS-Apps_rsHRF,https://github.com/BIDS-Apps/rsHRF
afeyerhe,JuliaStats_Lasso.jl,https://github.com/JuliaStats/Lasso.jl
afeyerhe,DCC-Lab_PyHardwareLibrary,https://github.com/DCC-Lab/PyHardwareLibrary
afeyerhe,cmillion_gPhoton,https://github.com/cmillion/gPhoton
afeyerhe,aim-uofa_AdelaiDet,https://github.com/aim-uofa/AdelaiDet
aghazi2,JuliaGaussianProcesses_AbstractGPs.jl,https://github.com/JuliaGaussianProcesses/AbstractGPs.jl
aghazi2,pyushkevich_itksnap,https://github.com/pyushkevich/itksnap
aghazi2,darrencroton_sage,https://github.com/darrencroton/sage
aghazi2,nanograv_enterprise,https://github.com/nanograv/enterprise
aghazi2,nsidc_mapxmaps,https://github.com/nsidc/mapxmaps
aghazi2,kinnala_scikit-fem,https://github.com/kinnala/scikit-fem
aghazi2,alibaba_GraphScope,https://github.com/alibaba/GraphScope
aghazi2,TuringLang_Bijectors.jl,https://github.com/TuringLang/Bijectors.jl
aghazi2,sandialabs_pecos,https://github.com/sandialabs/pecos
aghazi2,sicara_tuto-fsl,https://github.com/sicara/tuto-fsl
ahuang16,maria-korosteleva_Garment-Pattern-Estimation,https://github.com/maria-korosteleva/Garment-Pattern-Estimation
ahuang16,tf-encrypted_tf-encrypted,https://github.com/tf-encrypted/tf-encrypted
ahuang16,baggepinnen_SpectralDistances.jl,https://github.com/baggepinnen/SpectralDistances.jl
ahuang16,MassimoCimmino_pygfunction,https://github.com/MassimoCimmino/pygfunction
ahuang16,the-virtual-brain_tvb-root,https://github.com/the-virtual-brain/tvb-root
ahuang16,Xtra-Computing_thundergbm,https://github.com/Xtra-Computing/thundergbm
ahuang16,iTowns_itowns,https://github.com/iTowns/itowns
ahuang16,Serock3_Master_thesis_QEC_simulation,https://github.com/Serock3/Master_thesis_QEC_simulation
ahuang16,raysect_source,https://github.com/raysect/source
ahuang16,nimble-dev_nimble,https://github.com/nimble-dev/nimble
ajoshi21,cybergis_job-supervisor,https://github.com/cybergis/job-supervisor
ajoshi21,libfive_libfive,https://github.com/libfive/libfive
ajoshi21,HPI-Information-Systems_Metanome,https://github.com/HPI-Information-Systems/Metanome
ajoshi21,nasa_SMCPy,https://github.com/nasa/SMCPy
ajoshi21,brownhci_drafty,https://github.com/brownhci/drafty
ajoshi21,AnderGray_ProbabilityBoundsAnalysis.jl,https://github.com/AnderGray/ProbabilityBoundsAnalysis.jl
ajoshi21,computationalmodelling_fidimag,https://github.com/computationalmodelling/fidimag
ajoshi21,wsshin_maxwellfdfd,https://github.com/wsshin/maxwellfdfd
ajoshi21,pytorch_FBGEMM,https://github.com/pytorch/FBGEMM
ajoshi21,stardist_stardist,https://github.com/stardist/stardist
asahoo,movsim_movsim,https://github.com/movsim/movsim
asahoo,iml-wg_HEPML-LivingReview,https://github.com/iml-wg/HEPML-LivingReview
asahoo,JuliaGPU_CUDA.jl,https://github.com/JuliaGPU/CUDA.jl
asahoo,soedinglab_hh-suite,https://github.com/soedinglab/hh-suite
asahoo,jdblischak_workflowr,https://github.com/jdblischak/workflowr
asahoo,oscaribv_pyaneti,https://github.com/oscaribv/pyaneti
asahoo,isl-org_MiDaS,https://github.com/isl-org/MiDaS
asahoo,covid-projections_covid-data-model,https://github.com/covid-projections/covid-data-model
asahoo,HIVE-ResearchGroup_volumetric-data-interaction,https://github.com/HIVE-ResearchGroup/volumetric-data-interaction
asahoo,ANTsX_ANTsPy,https://github.com/ANTsX/ANTsPy
asalasva,FalkonML_falkon,https://github.com/FalkonML/falkon
asalasva,JuliaManifolds_Manopt.jl,https://github.com/JuliaManifolds/Manopt.jl
asalasva,NeuroML_pyNeuroML,https://github.com/NeuroML/pyNeuroML
asalasva,HenriquesLab_ZeroCostDL4Mic,https://github.com/HenriquesLab/ZeroCostDL4Mic
asalasva,frankyeh_DSI-Studio,https://github.com/frankyeh/DSI-Studio
asalasva,andreatramacere_jetset,https://github.com/andreatramacere/jetset
asalasva,micycle1_tinfour,https://github.com/micycle1/tinfour
asalasva,vinecopulib_pyvinecopulib,https://github.com/vinecopulib/pyvinecopulib
asalasva,elfi-dev_elfi,https://github.com/elfi-dev/elfi
asalasva,mattjj_pyhsmm,https://github.com/mattjj/pyhsmm
ashittu,delftdata_valentine,https://github.com/delftdata/valentine
ashittu,darioizzo_geodesyNets,https://github.com/darioizzo/geodesyNets
ashittu,Antonio-JP_dd_functions,https://github.com/Antonio-JP/dd_functions
ashittu,ANYbotics_elevation_mapping,https://github.com/ANYbotics/elevation_mapping
ashittu,singmann_afex,https://github.com/singmann/afex
ashittu,opensafely_antibody-and-antiviral-deployment,https://github.com/opensafely/antibody-and-antiviral-deployment
ashittu,sebmart_TaxiSimulation,https://github.com/sebmart/TaxiSimulation
ashittu,brainstorm-tools_brainstorm3,https://github.com/brainstorm-tools/brainstorm3
ashittu,langurmonkey_gaiasky,https://github.com/langurmonkey/gaiasky
ashittu,JuliaOpt_SumOfSquares.jl,https://github.com/JuliaOpt/SumOfSquares.jl
asmit494,hectornieto_pyTSEB,https://github.com/hectornieto/pyTSEB
asmit494,e3nn_e3nn,https://github.com/e3nn/e3nn
asmit494,kosma_minmea,https://github.com/kosma/minmea
asmit494,digantamisra98_Mish,https://github.com/digantamisra98/Mish
asmit494,pekkosk_hotbit,https://github.com/pekkosk/hotbit
asmit494,metagenomics_denbi-nanopore-training,https://github.com/metagenomics/denbi-nanopore-training
asmit494,BNUCNL_dnnbrain,https://github.com/BNUCNL/dnnbrain
asmit494,secure-compilation_different_traces,https://github.com/secure-compilation/different_traces
asmit494,irods_irods,https://github.com/irods/irods
asmit494,cgre-aachen_gempy,https://github.com/cgre-aachen/gempy
bcurry8,comit-network_xmr-btc-swap,https://github.com/comit-network/xmr-btc-swap
bcurry8,systemPipeR_systemPipeShiny,https://github.com/systemPipeR/systemPipeShiny
bcurry8,mmorise_World,https://github.com/mmorise/World
bcurry8,easystats_insight,https://github.com/easystats/insight
bcurry8,BMClab_BMC,https://github.com/BMClab/BMC
bcurry8,BRiAl_BRiAl,https://github.com/BRiAl/BRiAl
bcurry8,JuliaRobotics_RigidBodyDynamics.jl,https://github.com/JuliaRobotics/RigidBodyDynamics.jl
bcurry8,Angel-ML_angel,https://github.com/Angel-ML/angel
bcurry8,Samreay_ChainConsumer,https://github.com/Samreay/ChainConsumer
bcurry8,jasp-stats_jasp-desktop,https://github.com/jasp-stats/jasp-desktop
bkovach,ketch_nodepy,https://github.com/ketch/nodepy
bkovach,MouseLand_suite2p,https://github.com/MouseLand/suite2p
bkovach,Esri_geoportal-server,https://github.com/Esri/geoportal-server
bkovach,hpparvi_PyTransit,https://github.com/hpparvi/PyTransit
bkovach,sundmanbo_opencalphad,https://github.com/sundmanbo/opencalphad
bkovach,stack-of-tasks_pinocchio,https://github.com/stack-of-tasks/pinocchio
bkovach,microsoft_fhir-server,https://github.com/microsoft/fhir-server
bkovach,rapidsai_cucim,https://github.com/rapidsai/cucim
bkovach,agnwinds_python,https://github.com/agnwinds/python
bkovach,csgillespie_poweRlaw,https://github.com/csgillespie/poweRlaw
bpatel40,QISKit_qiskit-vscode,https://github.com/QISKit/qiskit-vscode
bpatel40,awslabs_gluon-ts,https://github.com/awslabs/gluon-ts
bpatel40,sigven_pcgr,https://github.com/sigven/pcgr
bpatel40,sfilippone_psblas3,https://github.com/sfilippone/psblas3
bpatel40,locusrobotics_fuse,https://github.com/locusrobotics/fuse
bpatel40,threeML_threeML,https://github.com/threeML/threeML
bpatel40,netket_netket,https://github.com/netket/netket
bpatel40,anustg_Optics_Verification,https://github.com/anustg/Optics_Verification
bpatel40,AtChem_AtChem2,https://github.com/AtChem/AtChem2
bpatel40,rexcardan_Evil-DICOM,https://github.com/rexcardan/Evil-DICOM
bturne50,intelowlproject_IntelOwl,https://github.com/intelowlproject/IntelOwl
bturne50,intellistream_AllianceDB,https://github.com/intellistream/AllianceDB
bturne50,yesint_pteros,https://github.com/yesint/pteros
bturne50,cvnlab_analyzePRF,https://github.com/cvnlab/analyzePRF
bturne50,simonfuhrmann_mve,https://github.com/simonfuhrmann/mve
bturne50,great-expectations_great_expectations,https://github.com/great-expectations/great_expectations
bturne50,google_grr,https://github.com/google/grr
bturne50,projectcypress_cypress,https://github.com/projectcypress/cypress
bturne50,HyperHDG_HyperHDG,https://github.com/HyperHDG/HyperHDG
bturne50,MIT-SPARK_TEASER-plusplus,https://github.com/MIT-SPARK/TEASER-plusplus
cdamron2,intel-isl_MultiObjectiveOptimization,https://github.com/intel-isl/MultiObjectiveOptimization
cdamron2,sjmoran_DeepLPF,https://github.com/sjmoran/DeepLPF
cdamron2,pangeo-forge_pangeo-forge,https://github.com/pangeo-forge/pangeo-forge
cdamron2,lvrcek_GNNome-assembly,https://github.com/lvrcek/GNNome-assembly
cdamron2,josiahcarlson_redis-in-action,https://github.com/josiahcarlson/redis-in-action
cdamron2,nmoehrle_mvs-texturing,https://github.com/nmoehrle/mvs-texturing
cdamron2,ClimateGlobalChange_tempestremap,https://github.com/ClimateGlobalChange/tempestremap
cdamron2,miguelinux314_experiment-notebook,https://github.com/miguelinux314/experiment-notebook
cdamron2,rllab-snu_Unsupervised-3D-Reconstruction,https://github.com/rllab-snu/Unsupervised-3D-Reconstruction
cdamron2,coryshain_cdr,https://github.com/coryshain/cdr
crader6,libAtoms_QUIP,https://github.com/libAtoms/QUIP
crader6,ldbc_sigmod2014-pc,https://github.com/ldbc/sigmod2014-pc
crader6,wurmlab_sequenceserver,https://github.com/wurmlab/sequenceserver
crader6,lanl_ELEMENTS,https://github.com/lanl/ELEMENTS
crader6,homalg-project_ToricVarieties_project,https://github.com/homalg-project/ToricVarieties_project
crader6,ph-rast_bmgarch,https://github.com/ph-rast/bmgarch
crader6,NanoComp_meep,https://github.com/NanoComp/meep
crader6,wiris_moodle-filter_wiris,https://github.com/wiris/moodle-filter_wiris
crader6,asgr_ProFound,https://github.com/asgr/ProFound
crader6,opticspy_lightpipes,https://github.com/opticspy/lightpipes
cramosme,google-research_tensor2robot,https://github.com/google-research/tensor2robot
cramosme,graphhopper_jsprit,https://github.com/graphhopper/jsprit
cramosme,tdunning_t-digest,https://github.com/tdunning/t-digest
cramosme,villano-lab_nrSiCap,https://github.com/villano-lab/nrSiCap
cramosme,MatthewHeun_byname,https://github.com/MatthewHeun/byname
cramosme,fabsig_GPBoost,https://github.com/fabsig/GPBoost
cramosme,hzwer_arXiv2020-RIFE,https://github.com/hzwer/arXiv2020-RIFE
cramosme,lucmoreau_ProvToolbox,https://github.com/lucmoreau/ProvToolbox
cramosme,autodiff_autodiff,https://github.com/autodiff/autodiff
cramosme,mourner_rbush,https://github.com/mourner/rbush
criley16,aspuru-guzik-group_tequila,https://github.com/aspuru-guzik-group/tequila
criley16,inasafe_inasafe,https://github.com/inasafe/inasafe
criley16,Parallel-NetCDF_PnetCDF,https://github.com/Parallel-NetCDF/PnetCDF
criley16,tbereau_auto_martini,https://github.com/tbereau/auto_martini
criley16,AMReX-Codes_IAMR,https://github.com/AMReX-Codes/IAMR
criley16,cmusatyalab_openface,https://github.com/cmusatyalab/openface
criley16,Jstacs_Jstacs,https://github.com/Jstacs/Jstacs
criley16,csgillespie_efficientR,https://github.com/csgillespie/efficientR
criley16,datmo_datmo,https://github.com/datmo/datmo
criley16,voxelmorph_voxelmorph,https://github.com/voxelmorph/voxelmorph
ctucke24,brainglobe_brainrender,https://github.com/brainglobe/brainrender
ctucke24,openworm_sibernetic,https://github.com/openworm/sibernetic
ctucke24,gnuradio_gr-inspector,https://github.com/gnuradio/gr-inspector
ctucke24,adibender_pammtools,https://github.com/adibender/pammtools
